ID_REF	VALUE
200912_s_at	14.01048905
200913_at	11.66731842
200914_x_at	9.441346348
200915_x_at	12.52199526
200916_at	10.80559226
200917_s_at	7.378221725
200918_s_at	13.24158385
200919_at	10.0642517
200920_s_at	10.33328302
200921_s_at	13.30848523
200922_at	10.30960328
200923_at	4.352647221
200924_s_at	10.50137792
200925_at	13.72571306
200926_at	15.43762835
200927_s_at	11.99387251
200928_s_at	3.958855084
200929_at	13.08496684
200930_s_at	2.014942594
200931_s_at	12.76569405
200932_s_at	12.14243534
200933_x_at	15.42932784
200934_at	13.89441566
200935_at	10.43067612
200936_at	14.91393847
200937_s_at	15.09040207
200938_s_at	2.014942594
200939_s_at	2.014942594
200940_s_at	11.53972841
200941_at	13.11382291
200942_s_at	12.88615334
200943_at	13.84887759
200944_s_at	14.75457571
200945_s_at	12.55109646
200946_x_at	10.49429719
200947_s_at	12.23087004
200948_at	11.83028489
200949_x_at	15.48571455
200950_at	13.12381042
200951_s_at	2.014942594
200952_s_at	2.014942594
200953_s_at	2.014942594
200954_at	9.810188162
200955_at	12.5343413
200956_s_at	13.08961306
200957_s_at	12.72952362
200958_s_at	13.57035766
200959_at	13.62129454
200960_x_at	11.79819444
200961_at	14.12606615
200962_at	9.88763885
200963_x_at	15.52243742
200964_at	13.88152383
200965_s_at	13.6863628
200966_x_at	14.682358
200967_at	14.70921545
200968_s_at	14.1257281
200969_at	12.92600815
200970_s_at	11.82173355
200971_s_at	12.78703839
200972_at	13.76014576
200973_s_at	12.36513905
200974_at	4.402054732
200975_at	12.56311529
200976_s_at	12.15599166
200977_s_at	12.36588742
200978_at	12.35751924
200979_at	8.691419877
200980_s_at	12.9287025
200981_x_at	14.94734532
200982_s_at	11.53501873
200983_x_at	11.1753561
200984_s_at	11.40040565
200985_s_at	13.20669822
200986_at	2.014942594
200987_x_at	11.87619404
200988_s_at	9.879334854
200989_at	13.38063974
200990_at	12.57281084
200991_s_at	10.5142616
200992_at	12.63706637
200993_at	12.29361355
200994_at	11.73286274
200995_at	12.19060275
200996_at	13.71173948
200997_at	11.59682053
200998_s_at	8.919284286
200999_s_at	13.51555081
201000_at	13.74192793
201001_s_at	12.58765632
201002_s_at	13.29893507
201003_x_at	10.67418546
201004_at	14.2855197
201005_at	14.41888986
201006_at	4.278224194
201007_at	12.70513168
201008_s_at	10.99707295
201009_s_at	11.52268811
201010_s_at	13.03512158
201011_at	12.48697524
201012_at	4.89556526
201013_s_at	13.74248051
201014_s_at	13.65496321
201015_s_at	11.94490449
201016_at	12.64860736
201017_at	10.02148098
201018_at	11.44743456
201019_s_at	11.72897591
201020_at	10.30775595
201021_s_at	13.36912868
201022_s_at	14.36433191
201023_at	12.61166393
201024_x_at	11.82614192
201025_at	10.44677821
201026_at	8.514143498
201027_s_at	11.752985
201028_s_at	12.65952592
201029_s_at	13.77439066
201030_x_at	14.99438387
201031_s_at	14.50089337
201032_at	14.19506653
201033_x_at	15.24637162
201034_at	12.06169841
201035_s_at	11.26323659
201036_s_at	13.21217689
201037_at	11.33331082
201038_s_at	12.6866658
201039_s_at	11.43667189
201040_at	7.727762253
201041_s_at	9.422501099
201042_at	3.526004225
201043_s_at	12.63958745
201044_x_at	2.08598342
201045_s_at	2.014942594
201046_s_at	10.73629315
201047_x_at	13.70538012
201048_x_at	4.971322216
201049_s_at	15.46298787
201050_at	7.748836276
201051_at	13.58182806
201052_s_at	10.76459245
201053_s_at	12.6138425
201054_at	14.2888118
201055_s_at	11.71807663
201056_at	7.416026265
201057_s_at	11.62704178
201058_s_at	2.014942594
201059_at	12.30991112
201060_x_at	2.0172786
201061_s_at	2.044211413
201062_at	2.014942594
201063_at	13.86769209
201064_s_at	12.39942479
201065_s_at	13.56679733
201066_at	12.27827443
201067_at	7.644819399
201068_s_at	13.65654845
201069_at	2.014942594
201070_x_at	10.7165335
201071_x_at	13.3209115
201072_s_at	10.68085687
201073_s_at	7.489543314
201074_at	12.2172802
201075_s_at	10.58294158
201076_at	13.60058676
201077_s_at	13.75260428
201078_at	12.61254908
201079_at	13.37487517
201080_at	10.09015573
201081_s_at	7.008886491
201082_s_at	10.35981687
201083_s_at	10.94974198
201084_s_at	12.85313742
201085_s_at	12.26620591
201086_x_at	13.80595097
201087_at	10.47439674
201088_at	12.80552601
201089_at	12.45373534
201090_x_at	14.98611858
201091_s_at	14.09790042
201092_at	13.46064936
201093_x_at	12.90330967
201094_at	15.50301743
201095_at	10.4123608
201096_s_at	13.71501889
201097_s_at	13.16965445
201098_at	12.86245865
201099_at	12.66472303
201100_s_at	12.60705661
201101_s_at	12.18462597
201102_s_at	6.443251556
201103_x_at	12.91869232
201104_x_at	10.552895
201105_at	7.283785095
201106_at	12.73631115
201107_s_at	2.014942594
201108_s_at	2.014942594
201109_s_at	2.014942594
201110_s_at	2.023907326
201111_at	13.40331269
201112_s_at	14.00942555
201113_at	13.2467476
201114_x_at	14.32965714
201115_at	13.32264909
201116_s_at	11.45143193
201117_s_at	11.44245937
201118_at	12.11224898
201119_s_at	14.78572815
201120_s_at	8.670745611
201121_s_at	13.57718608
201122_x_at	10.17463969
201123_s_at	8.98621686
201124_at	2.772394532
201125_s_at	11.54735535
201126_s_at	11.13448715
201127_s_at	12.7920102
201128_s_at	13.25190572
201129_at	10.68798631
201130_s_at	5.361033888
201131_s_at	14.40329176
201132_at	13.05226491
201133_s_at	10.05170936
201134_x_at	15.17951273
201135_at	14.09755307
201136_at	9.206109578
201137_s_at	2.014942594
201138_s_at	12.91781467
201139_s_at	14.26131574
201140_s_at	11.65036009
201141_at	10.10121651
201142_at	12.05538375
201143_s_at	11.42399511
201144_s_at	13.20163548
201145_at	13.25211916
201146_at	10.79702165
201147_s_at	2.014942594
201148_s_at	2.014942594
201149_s_at	2.014942594
201150_s_at	2.014942594
201151_s_at	6.542942476
201152_s_at	10.92655952
201153_s_at	12.2238795
201154_x_at	15.58104585
201155_s_at	11.95314146
201156_s_at	9.960183928
201157_s_at	10.81874307
201158_at	9.710385037
201159_s_at	4.290456661
201160_s_at	13.65262632
201161_s_at	12.44727057
201162_at	4.278173876
201163_s_at	8.189812168
201164_s_at	10.50178376
201165_s_at	12.41797614
201166_s_at	13.00398162
201167_x_at	5.710018868
201168_x_at	9.705488298
201169_s_at	2.014942594
201170_s_at	9.713443145
201171_at	13.44889882
201172_x_at	13.70362205
201173_x_at	12.93150891
201174_s_at	12.32806589
201175_at	13.74576521
201176_s_at	13.39026293
201177_s_at	11.59564487
201178_at	12.76581595
201179_s_at	9.966570585
201180_s_at	12.641529
201181_at	9.327003944
201182_s_at	8.427111752
201183_s_at	10.94436607
201184_s_at	10.18231175
201185_at	3.888170958
201186_at	11.4809482
201187_s_at	2.014942594
201188_s_at	4.319056703
201189_s_at	7.442818707
201190_s_at	11.83596345
201191_at	11.93956794
201192_s_at	10.97757661
201193_at	13.84862754
201194_at	10.7139345
201195_s_at	10.52172095
201196_s_at	13.64247732
201197_at	13.62575599
201198_s_at	11.35476446
201199_s_at	13.41106651
201200_at	13.00174168
201201_at	13.41619827
201202_at	12.34308148
201203_s_at	5.624258364
201204_s_at	10.86425286
201205_at	9.590014378
201206_s_at	8.807916081
201207_at	11.46476693
201208_s_at	3.073382715
201209_at	13.51849794
201210_at	14.05322004
201211_s_at	10.7127366
201212_at	10.50385068
201213_at	5.265689591
201214_s_at	11.73231424
201215_at	12.36212206
201216_at	14.18906526
201217_x_at	15.60483228
201218_at	12.66175963
201219_at	11.53165844
201220_x_at	12.175804
201221_s_at	10.13872841
201222_s_at	13.71743648
201223_s_at	13.81140539
201224_s_at	9.867116927
201225_s_at	12.44627892
201226_at	12.36171383
201227_s_at	13.44298911
201228_s_at	8.742849841
201229_s_at	10.38137562
201230_s_at	9.712758115
201231_s_at	13.62201575
201232_s_at	12.74824009
201233_at	12.2729463
201234_at	11.69134137
201235_s_at	2.014942594
201236_s_at	10.45212222
201237_at	13.51250163
201238_s_at	12.64598131
201239_s_at	12.54578545
201240_s_at	13.62159412
201241_at	13.43757109
201242_s_at	11.87032315
201243_s_at	14.66194871
201244_s_at	12.38983247
201245_s_at	10.07659104
201246_s_at	6.960395418
201247_at	12.09091189
201248_s_at	9.214645333
201249_at	2.083276701
201250_s_at	7.189784079
201251_at	13.98647607
201252_at	13.18505015
201253_s_at	11.68938997
201254_x_at	15.30620943
201255_x_at	13.13503976
201256_at	13.82644571
201257_x_at	15.83119495
201258_at	15.02049843
201259_s_at	11.91289771
201260_s_at	12.29819704
201261_x_at	2.014942594
201262_s_at	2.014942594
201263_at	14.51328181
201264_at	10.98583326
201265_at	2.014942594
201266_at	14.41451702
201267_s_at	12.25774314
201268_at	14.6270642
201269_s_at	2.014942594
201270_x_at	12.42691247
201271_s_at	11.81138613
201272_at	10.19700829
201273_s_at	13.88360948
201274_at	12.93485032
201275_at	14.68781657
201276_at	11.73109378
201277_s_at	12.40125601
201278_at	2.01652101
201279_s_at	2.014942594
201280_s_at	2.014942594
201281_at	10.45860043
201282_at	10.76653087
201283_s_at	2.014942594
201284_s_at	12.00192967
201285_at	13.07985638
201286_at	12.58045142
201287_s_at	10.15719837
201288_at	2.130819883
201289_at	10.17050218
201290_at	14.28392839
201291_s_at	13.00419435
201292_at	12.44424354
201293_x_at	15.41531068
201294_s_at	4.438551317
201295_s_at	2.014942594
201296_s_at	11.65956528
201297_s_at	8.295003625
201298_s_at	10.15942387
201299_s_at	7.503265015
201300_s_at	13.05057753
201301_s_at	10.31743683
201302_at	10.68130421
201303_at	13.13296335
201304_at	12.60935969
201305_x_at	14.8311097
201306_s_at	14.41560227
201307_at	13.0403515
201308_s_at	2.575598928
201309_x_at	7.377583935
201310_s_at	12.72276084
201311_s_at	9.948043659
201312_s_at	10.3494469
201313_at	9.170045962
201314_at	9.123284965
201315_x_at	10.23780399
201316_at	11.41994899
201317_s_at	14.26796836
201318_s_at	14.34322448
201319_at	10.84395657
201320_at	10.77995761
201321_s_at	8.856552029
201322_at	14.94070644
201323_at	13.12249961
201324_at	5.103071982
201325_s_at	3.994725042
201326_at	13.47039134
201327_s_at	13.89486508
201328_at	3.35124046
201329_s_at	2.014942594
201330_at	11.84876411
201331_s_at	2.015659614
201332_s_at	2.014942594
201333_s_at	5.559150671
201334_s_at	13.08209387
201335_s_at	3.623379598
201336_at	12.4551641
201337_s_at	8.547810533
201338_x_at	13.02386634
201339_s_at	13.42422181
201340_s_at	2.417503949
201341_at	10.79461557
201342_at	11.75694463
201343_at	12.39654586
201344_at	8.328047439
201345_s_at	12.19356405
201346_at	12.27649376
201347_x_at	12.85025295
201348_at	2.014942594
201349_at	12.35955414
201350_at	9.811171555
201351_s_at	12.0543082
201352_at	12.16453278
201353_s_at	6.527169983
201354_s_at	11.08263207
201355_s_at	4.490925121
201356_at	11.02272649
201357_s_at	9.72172361
201358_s_at	13.68983145
201359_at	13.47710286
201360_at	11.64611277
201361_at	10.36515339
201362_at	10.58160113
201363_s_at	9.334891392
201364_s_at	11.69388444
201365_at	13.52998371
201366_at	12.71607494
201367_s_at	2.014942594
201368_at	11.49866878
201369_s_at	2.047884237
201370_s_at	9.580454733
201371_s_at	12.49085717
201372_s_at	2.014942594
201373_at	6.675622507
201374_x_at	2.014942594
201375_s_at	12.15850464
201376_s_at	12.24569765
201377_at	12.28782385
201378_s_at	12.17483606
201379_s_at	11.56216405
201380_at	9.578293958
201381_x_at	13.11198316
201382_at	9.175022443
201383_s_at	7.742069229
201384_s_at	13.12710924
201385_at	12.91135354
201386_s_at	13.23961599
201387_s_at	2.014942594
201388_at	11.38738802
201389_at	10.60624094
201390_s_at	14.00531499
201391_at	12.54608948
201392_s_at	10.49514732
201393_s_at	12.62835061
201394_s_at	10.93259166
201395_at	11.89084203
201396_s_at	8.366955204
201397_at	13.26081197
201398_s_at	13.41418012
201399_s_at	12.3888647
201400_at	13.75571608
201401_s_at	3.104454253
201402_at	2.014942594
201403_s_at	13.10204676
201404_x_at	4.145266671
201405_s_at	13.53779729
201406_at	14.94410186
201407_s_at	13.70370068
201408_at	11.28697585
201409_s_at	13.12568019
201410_at	13.31815151
201411_s_at	11.23983906
201412_at	11.06016184
201413_at	13.93294543
201414_s_at	11.13082108
201415_at	13.20131712
201416_at	9.671093619
201417_at	12.78603644
201418_s_at	11.5376342
201419_at	10.11532797
201420_s_at	10.38912858
201421_s_at	11.72640221
201422_at	2.780085053
201423_s_at	11.7468874
201424_s_at	12.89088983
201425_at	11.92045889
201426_s_at	2.37519748
201427_s_at	12.68763052
201428_at	10.48948454
201429_s_at	15.94131661
201430_s_at	2.403802007
201431_s_at	2.080816738
201432_at	13.46889705
201433_s_at	13.69194485
201434_at	11.70839823
201435_s_at	12.72713764
201436_at	11.56466331
201437_s_at	13.74924834
201438_at	2.014942594
201439_at	9.566477984
201440_at	10.3581623
201441_at	14.44146338
201442_s_at	6.316900726
201443_s_at	12.98148925
201444_s_at	10.19012962
201445_at	2.121532868
201446_s_at	8.569384465
201447_at	9.053265975
201448_at	9.96086264
201449_at	9.219927556
201450_s_at	10.97281815
201451_x_at	10.68130421
201452_at	2.014942594
201453_x_at	13.57699851
201454_s_at	11.96679313
201455_s_at	12.80554511
201456_s_at	12.34950533
201457_x_at	12.59565462
201458_s_at	13.32523879
201459_at	12.70670133
201460_at	11.32492393
201461_s_at	2.02668698
201462_at	2.014942594
201463_s_at	13.99093806
201464_x_at	10.83693698
201465_s_at	9.563431554
201466_s_at	9.190049526
201467_s_at	12.38981549
201468_s_at	13.19192995
201469_s_at	8.60886374
201470_at	12.9322398
201471_s_at	11.83865087
201472_at	14.0009917
201473_at	9.165794571
201474_s_at	2.172055259
201475_x_at	13.01675637
201476_s_at	10.07255375
201477_s_at	13.37165794
201478_s_at	12.39247391
201479_at	12.65510032
201480_s_at	10.64636754
201481_s_at	10.46565625
201482_at	11.28958743
201483_s_at	12.19178279
201484_at	10.41104906
201485_s_at	13.70126059
201486_at	13.24245852
201487_at	4.529451886
201488_x_at	11.78283973
201489_at	13.85634079
201490_s_at	11.46759239
201491_at	12.90247686
201492_s_at	15.90575934
201493_s_at	12.94015249
201494_at	11.90551147
201495_x_at	2.097262633
201496_x_at	2.393603752
201497_x_at	2.014942594
201498_at	12.53470727
201499_s_at	12.40373659
201500_s_at	9.529715915
201501_s_at	13.56611104
201502_s_at	10.05113887
201503_at	14.02572572
201504_s_at	8.431241207
201505_at	7.876142361
201506_at	2.014942594
201507_at	11.54961027
201508_at	5.595629585
201509_at	12.56188381
201510_at	7.662042762
201511_at	9.6520209
201512_s_at	11.20792958
201513_at	10.95492899
201514_s_at	11.98570836
201515_s_at	12.97938484
201516_at	12.32207122
201517_at	13.85033948
201518_at	13.88431539
201519_at	13.27590219
201520_s_at	13.43005849
201521_s_at	11.13139948
201522_x_at	13.51962455
201523_x_at	11.13427508
201524_x_at	13.52947232
201525_at	10.63455148
201526_at	11.74634326
201527_at	11.93859948
201528_at	12.63662896
201529_s_at	10.90482027
201530_x_at	14.68558804
201531_at	5.096403152
201532_at	13.80274941
201533_at	13.64335519
201534_s_at	10.52460625
201535_at	10.49622351
201536_at	10.47091494
201537_s_at	12.25094745
201538_s_at	3.870178586
201539_s_at	2.014942594
201540_at	6.635788115
201541_s_at	12.49662392
201542_at	13.92281355
201543_s_at	12.82520693
201544_x_at	11.7444773
201545_s_at	9.440486886
201546_at	12.9678085
201547_at	2.014942594
201548_s_at	10.55283036
201549_x_at	10.74080035
201550_x_at	14.95304658
201551_s_at	2.07205159
201552_at	12.78987269
201553_s_at	14.9436808
201554_x_at	11.29489536
201555_at	11.03807871
201556_s_at	8.264817954
201557_at	10.01546021
201558_at	12.21338289
201559_s_at	6.917791461
201560_at	12.80942779
201561_s_at	13.07757499
201562_s_at	13.59703571
201563_at	14.4298265
201564_s_at	6.936996709
201565_s_at	6.74657061
201566_x_at	7.368034866
201567_s_at	10.05230804
201568_at	13.85909883
201569_s_at	13.26067133
201570_at	12.46464992
201571_s_at	9.009841841
201572_x_at	10.12113434
201573_s_at	12.75901254
201574_at	12.88999202
201575_at	13.29840166
201576_s_at	11.15701727
201577_at	14.0383363
201578_at	12.77869142
201579_at	12.48917281
201580_s_at	10.58152845
201581_at	11.30891654
201582_at	10.94098178
201583_s_at	13.41115844
201584_s_at	12.10435821
201585_s_at	12.08636104
201586_s_at	14.22896944
201587_s_at	12.95825526
201588_at	13.91111684
201589_at	12.87474535
201590_x_at	11.27169718
201591_s_at	10.50509421
201592_at	14.8330776
201593_s_at	11.91348001
201594_s_at	10.99628297
201595_s_at	11.9587543
201596_x_at	14.31786734
201597_at	13.55951007
201598_s_at	6.99349039
201599_at	7.798012661
201600_at	13.45504287
201601_x_at	2.575240015
201602_s_at	9.794198158
201603_at	12.69996845
201604_s_at	12.46691266
201605_x_at	12.05321212
201606_s_at	10.44598095
201607_at	9.655664
201608_s_at	12.44486356
201609_x_at	12.21647249
201610_at	7.22556965
201611_s_at	11.52922158
201612_at	12.33124165
201613_s_at	11.26625967
201614_s_at	12.33646252
201615_x_at	12.11275792
