ID_REF	VALUE
203106_s_at	5.468070359
203107_x_at	15.27866556
203108_at	2.014942594
203109_at	9.828199361
203110_at	10.21443386
203111_s_at	2.839724941
203112_s_at	9.750756651
203113_s_at	14.30928173
203114_at	8.02729689
203115_at	12.47029062
203116_s_at	12.04838904
203117_s_at	10.93293727
203118_at	6.434848102
203119_at	11.52291219
203120_at	9.749066384
203122_at	8.712858305
203123_s_at	10.41136269
203124_s_at	11.80611671
203125_x_at	5.671567889
203126_at	10.79252635
203127_s_at	8.940696542
203128_at	9.409351133
203129_s_at	5.676102089
203130_s_at	8.833053259
203131_at	2.014942594
203132_at	11.57137525
203133_at	13.11806923
203134_at	2.016535067
203135_at	11.24143879
203136_at	8.001497047
203137_at	12.74314178
203138_at	13.46066056
203139_at	8.852350821
203140_at	11.4842703
203141_s_at	7.33008356
203142_s_at	9.157237364
203143_s_at	5.61296814
203144_s_at	2.075186602
203145_at	11.63035246
203146_s_at	8.587953766
203147_s_at	7.443223042
203148_s_at	9.182756753
203149_at	8.106211778
203150_at	11.55131338
203151_at	2.252250997
203152_at	13.44480569
203153_at	2.079082016
203154_s_at	10.33371534
203155_at	10.35300586
203156_at	10.87690893
203157_s_at	9.517498005
203158_s_at	7.307663305
203159_at	11.54561092
203160_s_at	9.373191171
203161_s_at	2.014942594
203162_s_at	9.745100591
203163_at	6.573962126
203164_at	12.96474693
203165_s_at	11.02633678
203166_at	12.50682405
203167_at	4.296802984
203168_at	8.499715409
203169_at	12.255315
203170_at	3.845706461
203171_s_at	10.66545071
203172_at	10.45808884
203173_s_at	11.94202381
203174_s_at	5.038700273
203175_at	7.294920871
203176_s_at	9.954924616
203177_x_at	13.13580675
203178_at	2.06265401
203179_at	9.161096895
203180_at	11.80445523
203181_x_at	11.89562301
203182_s_at	11.20923424
203183_s_at	3.869685197
203184_at	3.347068558
203185_at	3.622281078
203186_s_at	2.037065821
203187_at	7.997832345
203188_at	11.45396482
203189_s_at	11.87963223
203190_at	13.56542344
203191_at	2.014942594
203192_at	9.909837558
203193_at	7.736316484
203194_s_at	9.598160029
203195_s_at	9.482332268
203196_at	12.96348555
203197_s_at	10.59777716
203198_at	7.278631006
203199_s_at	7.117436765
203200_s_at	12.28370509
203201_at	10.71175967
203202_at	12.31032188
203203_s_at	12.29726412
203204_s_at	8.248086145
203205_at	9.825442611
203206_at	9.145264499
203207_s_at	12.15022839
203208_s_at	12.55776191
203209_at	11.55488135
203210_s_at	8.328242269
203211_s_at	13.00701741
203212_s_at	9.337442355
203213_at	13.79411655
203214_x_at	12.95724451
203215_s_at	15.02315918
203216_s_at	14.28930731
203217_s_at	7.39908284
203218_at	10.19638261
203219_s_at	12.71769602
203220_s_at	2.014942594
203221_at	9.594018575
203222_s_at	6.210844308
203223_at	9.464439473
203224_at	11.93017224
203225_s_at	10.47742755
203226_s_at	5.801765927
203227_s_at	11.84582725
203228_at	10.35094611
203229_s_at	11.28269104
203230_at	12.94806769
203231_s_at	6.035711133
203232_s_at	10.01202572
203233_at	2.309719402
203234_at	2.930925048
203235_at	5.078664023
203236_s_at	2.014942594
203237_s_at	2.014942594
203238_s_at	10.42684591
203239_s_at	6.407519782
203240_at	7.116377685
203241_at	9.30799357
203242_s_at	4.166572889
203243_s_at	9.940284009
203244_at	12.84490041
203245_s_at	11.91265187
203246_s_at	11.80746736
203247_s_at	10.8819455
203248_at	8.931442117
203249_at	8.207082445
203250_at	12.94748396
203252_at	11.39922544
203253_s_at	11.19943682
203254_s_at	11.20875534
203255_at	11.95959487
203256_at	2.015960292
203257_s_at	10.19576767
203258_at	11.59751922
203259_s_at	12.62972911
203260_at	4.899031328
203261_at	13.490288
203262_s_at	10.70378309
203263_s_at	10.11354194
203264_s_at	10.38450993
203265_s_at	9.951596994
203266_s_at	11.30711778
203267_s_at	9.541814475
203268_s_at	4.877234265
203269_at	10.04045027
203270_at	9.754521655
203271_s_at	6.555497373
203272_s_at	9.643784038
203273_s_at	8.900634992
203274_at	11.96090996
203275_at	9.317290171
203276_at	12.75304464
203277_at	8.784404957
203278_s_at	11.94248961
203279_at	11.75561905
203280_at	3.10680455
203281_s_at	2.014942594
203282_at	11.98122047
203283_s_at	8.966300481
203284_s_at	10.25231253
203285_s_at	9.714089904
203286_at	9.883991444
203287_at	9.790689382
203288_at	10.20700139
203289_s_at	6.349199217
203290_at	2.014942594
203291_at	11.07239132
203292_s_at	9.610924564
203293_s_at	5.212591044
203294_s_at	3.749219247
203295_s_at	2.014942594
203296_s_at	2.014942594
203297_s_at	12.40303858
203298_s_at	10.96351614
203299_s_at	2.014942594
203300_x_at	2.014942887
203301_s_at	9.676431104
203302_at	11.99818393
203303_at	13.01647928
203304_at	11.57161037
203305_at	2.014942594
203306_s_at	8.132304864
203307_at	8.527780569
203308_x_at	4.250419259
203309_s_at	2.091833224
203310_at	10.7242128
203311_s_at	10.11922963
203312_x_at	13.09180359
203313_s_at	10.33206681
203314_at	9.907180377
203315_at	9.988145347
203316_s_at	14.72550012
203317_at	7.267839846
203318_s_at	9.456987207
203319_s_at	7.317156595
203320_at	9.309719656
203321_s_at	9.18365795
203322_at	12.54366822
203323_at	2.014942594
203324_s_at	2.047182162
203325_s_at	2.014942594
203326_x_at	9.763050179
203327_at	12.44377079
203328_x_at	9.581533881
203329_at	9.027575451
203330_s_at	9.621375761
203331_s_at	2.014942594
203332_s_at	2.014942594
203333_at	10.02113097
203334_at	10.20554902
203335_at	12.1781309
203336_s_at	10.53254932
203337_x_at	8.716494595
203338_at	12.24379775
203339_at	6.763345671
203340_s_at	9.769120556
203341_at	11.71408695
203342_at	8.044547602
203343_at	12.33315517
203344_s_at	11.91745685
203345_s_at	10.0663229
203346_s_at	9.068375862
203347_s_at	9.036620034
203348_s_at	2.014942594
203349_s_at	5.325380447
203350_at	12.43381436
203351_s_at	11.77776007
203352_at	8.233258284
203353_s_at	10.62617571
203354_s_at	8.637682138
203355_s_at	9.817657482
203356_at	10.57725355
203357_s_at	6.168608229
203358_s_at	11.85289431
203359_s_at	11.76128741
203360_s_at	10.91951551
203361_s_at	10.57002397
203362_s_at	13.24405332
203363_s_at	5.447414002
203364_s_at	10.04596468
203365_s_at	10.38538415
203366_at	11.45663749
203367_at	11.45634873
203368_at	9.106295554
203369_x_at	2.028334607
203370_s_at	5.587711228
203371_s_at	12.67384648
203372_s_at	2.564764484
203373_at	9.030203379
203374_s_at	11.09720453
203375_s_at	10.81089033
203376_at	11.28456746
203377_s_at	8.785693979
203378_at	11.46053845
203379_at	11.05027603
203380_x_at	13.19688606
203381_s_at	2.014942594
203382_s_at	2.015457082
203383_s_at	9.764648078
203384_s_at	9.972530832
203385_at	2.561092536
203386_at	12.37889335
203387_s_at	10.17335075
203388_at	7.260116498
203389_at	4.039741443
203390_s_at	6.116203693
203391_at	11.14469205
203392_s_at	12.19717842
203393_at	2.014942594
203394_s_at	5.392787331
203395_s_at	9.43727123
203396_at	14.08768308
203397_s_at	12.68916357
203398_s_at	2.014942594
203399_x_at	2.014942594
203400_s_at	2.014942594
203401_at	12.23199127
203402_at	4.659838819
203403_s_at	12.36810103
203404_at	2.014942594
203405_at	11.21550704
203406_at	11.33557776
203407_at	3.646281762
203408_s_at	2.030451945
203409_at	11.3790675
203410_at	10.98535035
203411_s_at	9.247598481
203412_at	9.015600414
203413_at	2.014942594
203414_at	12.88798514
203415_at	12.03961407
203416_at	2.014942594
203417_at	2.014942594
203418_at	11.71452393
203419_at	5.701840787
203420_at	11.06301114
203421_at	6.191213456
203422_at	6.528827359
203423_at	2.014942594
203424_s_at	2.014942594
203425_s_at	2.014942594
203426_s_at	2.014942594
203427_at	11.99127694
203428_s_at	12.00220636
203429_s_at	13.43228661
203430_at	13.2791059
203431_s_at	10.54305103
203432_at	12.0633049
203433_at	11.68562724
203434_s_at	14.78297958
203435_s_at	13.93022107
203436_at	12.07874583
203437_at	10.19075699
203438_at	11.39885106
203439_s_at	7.791725556
203440_at	4.92205253
203441_s_at	2.014942594
203442_x_at	4.916801159
203443_at	2.014942594
203444_s_at	2.059478762
203445_s_at	12.88426014
203446_s_at	9.754892097
203447_at	9.645898864
203448_s_at	11.5213527
203449_s_at	11.1035933
203450_at	12.13976355
203451_at	8.371486106
203452_at	10.64452304
203453_at	10.90279739
203454_s_at	13.53426457
203455_s_at	12.01539389
203456_at	8.795932938
203457_at	6.057306882
203458_at	10.74043259
203459_s_at	11.06483467
203460_s_at	11.64596641
203461_at	2.014942594
203462_x_at	12.28955576
203463_s_at	2.447691135
203464_s_at	7.485632028
203465_at	12.04159277
203466_at	11.62891095
203467_at	10.78878596
203468_at	10.54827452
203469_s_at	8.645297488
203470_s_at	2.014942594
203471_s_at	2.014942594
203472_s_at	2.014942594
203473_at	2.014942594
203474_at	8.790828036
203475_at	2.014942594
203476_at	2.227231216
203477_at	2.014942594
203478_at	13.0792739
203479_s_at	8.674896415
203480_s_at	10.9381677
203481_at	8.892997329
203482_at	7.004239627
203483_at	2.014942594
203484_at	13.74633901
203485_at	8.828231692
203486_s_at	8.853338539
203487_s_at	7.386061209
203488_at	7.83249933
203489_at	5.984492951
203490_at	2.109059006
203491_s_at	10.85795897
203492_x_at	9.448776894
203493_s_at	10.91438741
203494_s_at	11.46480993
203495_at	4.485388667
203496_s_at	8.697710089
203497_at	10.69060234
203498_at	2.460550323
203499_at	7.923558393
203500_at	10.52006959
203501_at	2.612487272
203502_at	9.789092389
203503_s_at	4.399838705
203504_s_at	5.051563833
203505_at	2.167314901
203506_s_at	8.653856641
203507_at	2.731328291
203508_at	2.014942594
203509_at	7.130518576
203510_at	6.961721895
203511_s_at	11.73111244
203512_at	11.70151281
203513_at	11.91789701
203514_at	7.054564921
203515_s_at	12.33943288
203516_at	7.122388506
203517_at	12.18164488
203518_at	5.171782548
203519_s_at	11.19658051
203520_s_at	7.613225159
203521_s_at	10.20498268
203522_at	9.370404067
203523_at	2.014942594
203524_s_at	9.106273315
203525_s_at	9.114179435
203526_s_at	8.232139657
203527_s_at	5.866188265
203528_at	11.80352904
203529_at	13.37442729
203530_s_at	9.061737433
203531_at	12.495483
203532_x_at	10.32284773
203533_s_at	10.9323298
203534_at	13.03077263
203535_at	2.014942594
203536_s_at	9.125965709
203537_at	11.63524593
203538_at	11.40785611
203539_s_at	2.014942594
203540_at	2.014942594
203541_s_at	2.014942594
203542_s_at	10.00633642
203543_s_at	10.862361
203544_s_at	10.91757714
203545_at	12.46266014
203546_at	8.378086249
203547_at	2.014942594
203548_s_at	2.014942594
203549_s_at	2.014942594
203550_s_at	11.07310257
203551_s_at	9.623206103
203552_at	10.30612383
203553_s_at	8.345278017
203554_x_at	13.70976027
203555_at	10.8227216
203556_at	11.47879599
203557_s_at	12.04243471
203558_at	4.552439833
203559_s_at	2.014942594
203560_at	12.05466587
203561_at	5.232791736
203562_at	2.102130559
203563_at	5.71776437
203564_at	10.69307488
203565_s_at	10.68258172
203566_s_at	10.14086788
203567_s_at	10.58064841
203568_s_at	5.187206817
203569_s_at	8.989717848
203570_at	2.175127392
203571_s_at	4.908782976
203572_s_at	9.803066146
203573_s_at	8.180713611
203574_at	8.983070899
203575_at	9.438313949
203576_at	10.69138304
203577_at	8.029018803
203578_s_at	8.016200475
203579_s_at	9.2931197
203580_s_at	11.11776104
203581_at	12.32960237
203582_s_at	10.58574693
203583_at	11.74501659
203584_at	12.37016297
203585_at	3.080509036
203586_s_at	2.701903057
203587_at	2.014942594
203588_s_at	12.22732764
203589_s_at	9.148825883
203590_at	10.33482736
203591_s_at	2.014942594
203592_s_at	2.015909777
203593_at	11.52641357
203594_at	12.80371228
203595_s_at	9.011234388
203596_s_at	8.226413893
203597_s_at	8.841930693
203598_s_at	9.584727098
203599_s_at	9.821103672
203600_s_at	8.563993214
203601_s_at	2.014942594
203602_s_at	4.636140762
203603_s_at	2.014942594
203604_at	2.014942594
203605_at	11.74073918
203606_at	14.04366366
203607_at	10.10331868
203608_at	8.670253064
203609_s_at	2.014942594
203610_s_at	6.766363268
203611_at	12.07793744
203612_at	9.480985774
203613_s_at	12.17040767
203614_at	11.7057258
203615_x_at	11.63255028
203616_at	12.1350537
203617_x_at	10.65779717
203618_at	2.014942594
203619_s_at	2.014942594
203620_s_at	8.369377238
203621_at	13.75978814
203622_s_at	9.03643819
203623_at	2.014942594
203624_at	10.47888696
203625_x_at	12.72357549
203626_s_at	2.014942594
203627_at	2.026779248
203628_at	2.014942594
203629_s_at	9.10076712
203630_s_at	9.079532721
203631_s_at	2.014942594
203632_s_at	6.411325948
203633_at	11.52573672
203634_s_at	10.35538617
203635_at	10.18926597
203636_at	2.063863058
203637_s_at	2.516201125
203638_s_at	2.705800911
203639_s_at	2.014942594
203640_at	6.574512975
203641_s_at	8.202014721
203642_s_at	12.24427131
203643_at	4.769903484
203644_s_at	8.845979482
203645_s_at	2.014942594
203646_at	11.21172898
203647_s_at	11.30513594
203648_at	10.45759313
203649_s_at	10.5733574
203650_at	4.804687638
203651_at	11.75738197
203652_at	6.448368332
203653_s_at	7.513274749
203654_s_at	12.97928162
203655_at	8.648001445
203656_at	9.529890258
203657_s_at	6.511886848
203658_at	9.769245587
203659_s_at	9.77739926
203660_s_at	11.16019389
203661_s_at	2.033747063
203662_s_at	8.034933437
203663_s_at	14.81299712
203664_s_at	10.48631332
203665_at	6.409563986
203666_at	2.014942594
203667_at	13.9800116
203668_at	6.422482318
203669_s_at	7.996961231
203670_at	2.014942594
203671_at	5.579016842
203672_x_at	13.20950366
203673_at	2.014942594
203674_at	4.336163595
203675_at	13.60355997
203676_at	6.175551465
203677_s_at	7.314109886
203678_at	11.74201462
203679_at	10.90202689
203680_at	9.623298734
203681_at	3.131339994
203682_s_at	9.191560631
203683_s_at	2.024119277
203684_s_at	2.014942594
203685_at	5.230478788
203686_at	9.80605445
203687_at	2.014942594
203688_at	9.820558579
203689_s_at	12.69156744
203690_at	12.13210536
203691_at	2.042103605
203692_s_at	9.239673375
203693_s_at	13.07831289
203694_s_at	10.77710554
203695_s_at	4.332660884
203696_s_at	10.71007976
203697_at	2.014942594
203698_s_at	2.014942594
203699_s_at	2.014942594
203700_s_at	2.014942594
203701_s_at	8.80560645
203702_s_at	7.588165774
203703_s_at	2.014942594
203704_s_at	13.10777659
203705_s_at	4.905654872
203706_s_at	6.773162332
203707_at	9.386749927
203708_at	2.014942594
203709_at	10.4575074
203710_at	9.526822591
203711_s_at	9.802521536
203712_at	9.78724237
203713_s_at	8.543786785
203714_s_at	12.09603103
203715_at	10.99277459
203716_s_at	2.014942594
203717_at	2.014942594
203718_at	6.683534481
203719_at	9.276063357
203720_s_at	9.741489759
203721_s_at	12.04386427
203722_at	8.475805745
203723_at	11.08619295
203724_s_at	2.8343029
203725_at	11.32845549
203726_s_at	9.789671474
203727_at	6.156734178
203728_at	8.514175734
203729_at	2.433709808
203730_s_at	8.149204963
203731_s_at	6.316100625
203732_at	10.00283751
203733_at	10.89383452
203734_at	11.28160989
203735_x_at	11.59580377
203736_s_at	2.871771142
203737_s_at	10.53774357
203738_at	11.78162966
203739_at	12.58256824
203740_at	12.612397
203741_s_at	8.200081207
203742_s_at	2.014942594
203743_s_at	13.76230954
203744_at	12.32705153
203745_at	9.976070092
203746_s_at	10.2997684
203747_at	2.176797446
203748_x_at	2.014942594
203749_s_at	2.023281083
203750_s_at	2.014942594
203751_x_at	3.367382682
203752_s_at	14.4273191
203753_at	5.614509694
203754_s_at	4.99857159
203755_at	12.33192463
203756_at	8.357047728
203757_s_at	2.014942594
203758_at	7.428503674
203759_at	2.399670268
203760_s_at	2.014942594
203761_at	2.014942594
203762_s_at	8.38437888
203763_at	8.522216683
203764_at	12.44167675
203765_at	9.771231189
203766_s_at	2.014942594
203767_s_at	7.82924264
203768_s_at	2.100623227
203769_s_at	2.368367944
203770_s_at	2.014942594
203771_s_at	10.43496603
203772_at	11.2349319
203773_x_at	12.65851836
203774_at	10.55633086
203775_at	11.14491759
203776_at	9.852178961
203777_s_at	7.267749906
203778_at	11.87321447
203779_s_at	5.245352381
203780_at	10.76775315
203781_at	12.64327985
203782_s_at	9.23089742
203783_x_at	2.014942594
203784_s_at	2.014942594
203785_s_at	9.23068081
203786_s_at	13.01664578
203787_at	11.1975125
203788_s_at	2.861212986
203789_s_at	9.288175667
203790_s_at	11.33814125
203791_at	12.08972896
203792_x_at	8.736150072
203793_x_at	11.38426004
203794_at	11.05628886
203795_s_at	8.866854603
203796_s_at	5.567873378
203797_at	2.014942594
203798_s_at	2.014942594
203799_at	9.332142433
203800_s_at	12.00951628
203801_at	11.31543496
203802_x_at	10.01454069
203803_at	6.627772103
203804_s_at	12.58257321
203805_s_at	8.557551052
203806_s_at	2.23398866
203807_x_at	2.014942594
203808_at	2.014942594
203809_s_at	2.014942594
203810_at	9.375813845
203811_s_at	3.467487173
203812_at	2.014942594
203813_s_at	2.014942594
203814_s_at	11.75504283
203815_at	9.422740052
203816_at	9.554321254
203817_at	2.014942594
203818_s_at	9.931345721
203819_s_at	10.3611638
203820_s_at	9.748407304
203821_at	7.130105701
203822_s_at	9.409835039
203823_at	9.690590026
203824_at	3.889900743
203825_at	8.296101648
203826_s_at	2.014942594
203827_at	8.219807695
203828_s_at	2.014942594
203829_at	9.264274347
203830_at	12.03734032
203831_at	12.88679636
203832_at	12.43999467
203833_s_at	4.836361129
203834_s_at	7.021386408
203835_at	2.014942594
203836_s_at	3.797411904
203837_at	8.419433669
203838_s_at	2.014942594
203839_s_at	8.734408359
203840_at	8.971653079
203841_x_at	2.014942594
203842_s_at	10.90368624
203843_at	8.805546303
203844_at	2.014942594
203845_at	9.628362853
203846_at	11.12582417
203847_s_at	10.47642096
203848_at	11.32747632
203849_s_at	9.963891435
203850_s_at	2.014942594
203851_at	2.015201398
203852_s_at	12.66338876
203853_s_at	2.014942594
203854_at	2.014942594
203855_at	9.972865078
203856_at	11.10261927
203857_s_at	10.84497247
203858_s_at	9.617657477
203859_s_at	2.033275266
203860_at	11.30518906
203861_s_at	2.014942594
203862_s_at	2.014942594
203863_at	2.014942594
203864_s_at	2.014942594
203865_s_at	8.458901201
203866_at	6.539236646
203867_s_at	8.792094049
203868_s_at	2.014942594
203869_at	11.56661096
203870_at	11.09807872
203871_at	10.62987036
203872_at	2.014942594
203873_at	2.014942594
203874_s_at	2.014942594
203875_at	6.339935877
203876_s_at	2.014942594
203877_at	2.014942594
203878_s_at	2.214597279
203879_at	12.43543178
203880_at	13.18140505
203881_s_at	2.875643629
203882_at	7.928887303
203883_s_at	7.971986425
203884_s_at	9.491583098
203885_at	12.50112715
203886_s_at	2.014942594
203887_s_at	2.014942594
203888_at	2.014942594
203889_at	2.014942594
203890_s_at	2.014942594
203891_s_at	6.246511439
203892_at	2.014942594
203893_at	12.51906235
203894_at	8.124174144
203895_at	13.12240332
203896_s_at	10.97890606
203897_at	12.89785053
203898_at	8.117597736
203899_s_at	6.642380898
203900_at	2.655709747
203901_at	7.786220595
203902_at	2.014942594
203903_s_at	2.014942594
203904_x_at	2.014942594
203905_at	11.03111456
203906_at	9.532129749
203907_s_at	8.995747251
203908_at	12.25396672
203909_at	12.2645264
203910_at	13.06265197
203911_at	4.566235215
203912_s_at	10.91656939
203913_s_at	2.014942594
203914_x_at	2.014942594
203915_at	2.014942594
203916_at	9.766076573
203917_at	10.69345273
203918_at	2.112039793
203919_at	8.619062108
203920_at	10.2654721
203921_at	2.014942594
203922_s_at	2.014942594
203923_s_at	2.014942594
203924_at	10.06471042
203925_at	10.49449326
203926_x_at	10.93496796
203927_at	4.75765066
203928_x_at	4.104023239
203929_s_at	6.970687863
203930_s_at	2.078583829
203931_s_at	12.27665691
203932_at	8.762894917
203933_at	6.185468869
203934_at	2.014942594
203935_at	9.175879552
203936_s_at	2.014942594
203937_s_at	2.695151646
203938_s_at	9.85770476
203939_at	2.015100962
203940_s_at	3.586039211
203941_at	8.904265968
203942_s_at	2.227155721
203943_at	11.17059637
203944_x_at	10.86280684
203945_at	12.13986477
203946_s_at	13.80209963
203947_at	11.95615167
203948_s_at	2.014942594
203949_at	2.014942594
203950_s_at	9.275313363
203951_at	2.014942594
203952_at	9.363057461
203953_s_at	5.874711934
203954_x_at	8.522357306
203955_at	10.95992881
203956_at	10.89659933
203957_at	9.146713129
203958_s_at	3.936189522
203959_s_at	10.09437689
203960_s_at	12.98150773
203961_at	9.938089782
203962_s_at	9.636423579
203963_at	8.688497353
203964_at	2.355227124
203965_at	7.308517342
203966_s_at	12.81400709
203967_at	9.549825701
203968_s_at	9.80845207
203969_at	2.014942594
203970_s_at	8.691572689
203971_at	12.34957215
203972_s_at	10.39761191
203973_s_at	8.043646816
203974_at	10.15727902
203975_s_at	7.722151397
203976_s_at	9.100147659
203977_at	8.259282069
203978_at	10.2399327
203979_at	2.014942594
203980_at	2.014942594
203981_s_at	9.438287674
203982_s_at	2.014942594
203983_at	14.15425897
203984_s_at	9.079311967
203985_at	10.57102421
203986_at	8.64082558
203987_at	10.38512282
203988_s_at	9.787098602
203989_x_at	8.051937432
203990_s_at	9.171521731
203991_s_at	11.61101098
203992_s_at	12.65279526
203993_x_at	2.014942594
203994_s_at	3.349401107
203995_at	7.138082761
203996_s_at	8.998664263
203997_at	10.5613686
203998_s_at	2.014942594
203999_at	2.014942594
204000_at	8.592622452
204001_at	11.6366993
204002_s_at	5.921807787
204003_s_at	10.94726195
204004_at	9.410391078
204005_s_at	9.943878628
204006_s_at	2.014942594
204007_at	2.014942594
204008_at	8.525590424
204009_s_at	12.80464343
204010_s_at	12.11051691
204011_at	2.300725488
204012_s_at	11.69592325
204013_s_at	2.014942594
204014_at	8.799046005
204015_s_at	7.238488492
204016_at	11.03117387
204017_at	3.800300822
204018_x_at	2.014942594
204019_s_at	7.855421852
204020_at	12.46813695
204021_s_at	10.62863577
204022_at	10.69998781
204023_at	12.8026466
204024_at	6.60871106
204025_s_at	10.99639736
204026_s_at	13.35413477
204027_s_at	9.051246484
204028_s_at	10.23480218
204029_at	10.72744226
204030_s_at	2.056294796
204031_s_at	13.3412371
204032_at	6.186977038
204033_at	12.13334798
204034_at	8.197378303
204035_at	2.014942594
204036_at	2.014942594
204037_at	2.040947753
204038_s_at	2.014942594
204039_at	9.481560024
204040_at	9.583858533
204041_at	2.014942594
204042_at	12.08704478
204043_at	2.014942594
204044_at	2.014942594
204045_at	8.489238701
204046_at	2.014942594
204047_s_at	3.56946547
204048_s_at	8.021157883
204049_s_at	6.960880244
204050_s_at	13.17273861
204051_s_at	2.014942594
204052_s_at	2.014942594
204053_x_at	11.07260563
204054_at	11.61363226
204055_s_at	2.014942594
204056_s_at	7.902755045
204057_at	2.014942594
204058_at	10.69418753
204059_s_at	12.59064094
204060_s_at	10.19076765
204061_at	4.92890975
204062_s_at	10.37687593
204063_s_at	7.236768692
204064_at	12.30807831
204065_at	7.292072709
204066_s_at	7.25246341
204067_at	11.14830887
204068_at	12.90176293
204069_at	5.441123966
204070_at	6.622258892
204071_s_at	10.52583284
204072_s_at	9.766525067
204073_s_at	2.016161811
204074_s_at	8.870322866
204075_s_at	11.83112215
204076_at	10.69135086
204077_x_at	7.051528922
204078_at	10.18384326
204079_at	8.19721292
204080_at	9.762258573
204081_at	2.444207451
204082_at	6.918681595
204083_s_at	6.1146513
204084_s_at	11.24465396
204085_s_at	9.904066843
204086_at	11.35245956
204087_s_at	10.05617082
204088_at	6.274764231
204089_x_at	8.837895551
204090_at	9.755117202
204091_at	11.28716107
204092_s_at	12.6427475
204093_at	13.78322901
204094_s_at	11.17375916
204095_s_at	2.014942594
204096_s_at	5.249475363
204097_s_at	10.34172565
204098_at	10.84363893
204099_at	9.18423945
204100_at	7.038282656
204101_at	8.014026958
204102_s_at	14.94799241
204103_at	2.014942594
204104_at	4.309943283
204105_s_at	2.014942594
204106_at	9.338539109
204107_at	2.991627091
204108_at	12.54992236
204109_s_at	5.505738543
204110_at	2.014942594
204111_at	2.014942594
204112_s_at	2.014942594
204113_at	11.60550135
204114_at	2.014942594
204115_at	4.715099022
204116_at	2.014942594
204117_at	10.17324361
204118_at	2.014942594
204119_s_at	12.94138884
204120_s_at	9.322146291
204121_at	9.171945723
204122_at	2.014942594
204123_at	6.823858511
204124_at	2.014942594
204125_at	11.24899525
204126_s_at	10.87892583
204127_at	12.85085351
204128_s_at	8.225123622
204129_at	9.543100952
204130_at	8.926641092
204131_s_at	13.11378737
204132_s_at	9.556932564
204133_at	8.950698998
204134_at	2.014942594
204135_at	2.014942594
204136_at	5.208713206
204137_at	11.18079035
204138_s_at	2.014942594
204139_x_at	5.825249959
204140_at	8.163580871
204141_at	11.4553075
204142_at	12.16082456
204143_s_at	10.55758877
204144_s_at	3.934360093
204145_at	12.4680179
204146_at	11.21081104
204147_s_at	5.884375854
204148_s_at	11.7436882
204149_s_at	2.014942594
204150_at	2.014942594
204151_x_at	3.028064644
204152_s_at	2.014942594
204153_s_at	2.014942594
204154_at	2.014942594
204155_s_at	8.909790563
204156_at	7.959243583
204157_s_at	4.68550832
204158_s_at	6.140695023
204159_at	7.548856051
204160_s_at	10.18719597
204161_s_at	9.047126385
204162_at	12.47098893
204163_at	2.014942594
204164_at	5.54286318
204165_at	10.39443184
204166_at	3.279906376
204167_at	9.72065922
204168_at	13.3323213
204169_at	6.648484057
204170_s_at	14.60572649
204171_at	9.110907795
204172_at	10.36946111
204173_at	11.09392767
204174_at	2.014942594
204175_at	9.898903522
204176_at	5.905113943
204177_s_at	9.457946977
204178_s_at	12.54635496
204179_at	12.81510233
204180_s_at	8.649005362
204181_s_at	10.89551127
204182_s_at	9.193870299
204183_s_at	5.42437681
204184_s_at	4.897652976
204185_x_at	12.37209937
204186_s_at	11.04791177
204187_at	2.015058957
204188_s_at	2.014942594
204189_at	2.014942594
204190_at	9.275688782
204191_at	2.053147389
204192_at	2.014942594
204193_at	8.892112576
204194_at	9.786602399
204195_s_at	8.002328812
204196_x_at	4.304133904
204197_s_at	2.014942594
204198_s_at	2.014942594
204199_at	7.795952682
204200_s_at	2.164873031
204201_s_at	10.11071544
204202_at	9.60157361
204203_at	12.40999828
204204_at	9.373291024
204205_at	3.160626144
204206_at	10.98472058
204207_s_at	2.090626542
204208_at	9.412179535
204209_at	7.287019897
204210_s_at	6.349017387
204211_x_at	12.06851307
204212_at	3.5351623
204213_at	2.014942594
204214_s_at	7.811123707
204215_at	8.79858997
204216_s_at	10.44928906
204217_s_at	2.014942594
204218_at	11.27759423
204219_s_at	13.7869579
204220_at	2.014942594
204221_x_at	9.560913196
204222_s_at	2.014942594
204223_at	2.014942594
204224_s_at	12.1269697
204225_at	10.20074276
204226_at	10.59179361
204227_s_at	8.491423352
204228_at	11.57927031
204229_at	2.014942594
204230_s_at	2.014942594
204231_s_at	10.56970166
204232_at	2.015058636
204233_s_at	8.152596644
204234_s_at	11.09472154
204235_s_at	12.05963054
204236_at	2.190980314
204237_at	14.14997111
204238_s_at	7.696308322
204239_s_at	2.014942594
204240_s_at	9.791274483
204241_at	5.109408748
204242_s_at	3.929188312
204243_at	10.15224726
204244_s_at	11.15210256
204245_s_at	11.58092287
204246_s_at	12.3527339
204247_s_at	10.23981557
204248_at	6.897745484
204249_s_at	2.014942594
204250_s_at	2.014942594
204251_s_at	7.561070743
204252_at	10.72188395
204253_s_at	2.014942594
204254_s_at	12.26735554
204255_s_at	3.014216706
204256_at	12.57853949
204257_at	8.411305337
204258_at	10.43675846
204259_at	2.014942594
204260_at	2.014942594
204261_s_at	2.014942594
204262_s_at	9.698369162
204263_s_at	10.49558809
204264_at	10.98131389
204265_s_at	2.014942594
204266_s_at	8.660209567
204267_x_at	8.076725722
204268_at	11.10649331
204269_at	8.910073504
204270_at	8.681240833
204271_s_at	2.87931156
204272_at	2.020946711
204273_at	2.014942594
