Reporter Identifier	VALUE
A_23_P369666	0
A_33_P3511265	0
A_33_P3217147	0.14243412
A_19_P00329154	0.27933168
A_23_P383009	-0.9600401
A_23_P349127	0.17331314
A_32_P137939	-0.37153912
A_23_P105409	0.12984467
A_33_P3240234	0.17914248
A_24_P134319	-0.22434998
A_33_P3349395	-0.09255648
A_19_P00806028	-0.68017673
A_23_P114929	0
A_33_P3398912	-0.36477566
A_23_P113382	-0.23354435
A_33_P3245709	-0.4207735
A_23_P102462	-0.6593838
A_19_P00319222	-0.35016155
A_33_P3519683	0.36855984
A_33_P3547141	-0.3712082
A_19_P00320366	1.642314
A_33_P3272773	-0.49759626
A_19_P00808332	-0.72311974
A_32_P193080	-0.023234367
A_19_P00808191	-0.33240128
A_33_P3324692	0.5177717
A_24_P38347	-0.1398468
A_23_P374322	-0.41435146
A_19_P00320478	0.6354618
A_33_P3419594	0.60565853
A_23_P141730	-0.42748547
A_19_P00810499	-0.3390813
A_23_P53370	-0.19603062
A_24_P336718	0.045551777
A_33_P3375383	0.2682085
A_23_P211643	-0.8578458
A_19_P00805656	-0.2893963
A_24_P350744	0.19523478
A_23_P101683	-0.3407216
A_23_P116414	0.4049492
A_23_P126605	0.4990096
A_19_P00800309	-0.41520596
A_19_P00319519	0.5736556
A_19_P00328159	-0.217165
A_23_P386888	0.15289307
A_23_P120863	-0.096327305
A_33_P3805085	-0.4583068
A_33_P3313730	-0.19631386
A_23_P63847	0.31343174
A_33_P3234882	-0.4595828
A_33_P3210605	0.86812687
A_23_P28507	0.49411345
A_33_P3309468	-0.43087578
A_33_P3318027	0.4717617
A_23_P46215	-0.6475649
A_23_P127662	-0.63037634
A_23_P114185	-0.248662
A_33_P3378051	-0.7226114
A_19_P00323034	-0.29636478
A_33_P3213551	0.09588623
A_19_P00805745	0.61241484
A_23_P42080	0.19677639
A_32_P79190	-0.18943882
A_19_P00807823	0
A_23_P106433	0.41776752
A_24_P932736	0
A_19_P00317819	-1.0283427
A_32_P345659	0.3591056
A_19_P00332320	0.15190077
A_23_P218317	0.4755473
A_24_P16559	-0.6532459
A_33_P3260614	0.7575283
A_19_P00319545	-0.32975912
A_33_P3288180	0
A_33_P3437283	-0.6383381
A_33_P3821350	-0.21074581
A_23_P109593	0.42292976
A_24_P183864	0.60802555
A_23_P303803	0.33326364
A_33_P3402646	-0.34221983
A_23_P102404	0.37264347
A_23_P13442	4.060436
A_23_P101084	0
A_23_P14255	-0.022218704
A_19_P00806406	0
A_33_P3392740	-0.11458492
A_24_P63347	0.5174389
A_24_P320545	-0.3863845
A_23_P81103	-0.6071563
A_33_P3296940	0.3852291
A_33_P3341906	-0.35579157
A_23_P115346	0.33619213
A_33_P3326447	0.3207159
A_33_P3316899	-0.35850048
A_23_P90933	-1.1314783
A_23_P394064	-0.354146
A_32_P193583	0
A_19_P00810231	0
A_24_P120115	-0.028924942
A_23_P12992	0.31553268
A_33_P3368695	0.09116316
A_33_P3373745	-0.44835472
A_23_P79962	0.53080034
A_23_P92196	0.48594666
A_23_P78685	0.20265198
A_23_P54291	0.32136965
A_33_P3246699	-0.3650818
A_33_P3413384	0.16332102
A_19_P00803895	0.5898075
A_23_P36641	-0.29063797
A_23_P69293	-0.07395697
A_19_P00327273	1.303216
A_24_P349743	0.73030853
A_24_P148043	-0.3093481
A_33_P3612589	-0.69528246
A_23_P41066	0.7458868
A_33_P3409249	0.5052843
A_23_P116653	-0.18517923
A_24_P345846	-0.20706749
A_33_P3362239	-0.3642063
A_33_P3389398	-0.26304817
A_19_P00316538	-0.36784124
A_19_P00813468	-0.54127693
A_33_P3644503	-0.37154102
A_33_P3351617	-0.3680277
A_24_P21044	0.27018404
A_23_P124044	0.47789097
A_19_P00316505	-0.36960268
A_23_P103276	0.1228714
A_33_P3387985	-0.36761093
A_23_P112341	-0.22266388
A_23_P55091	0.4372816
A_23_P103070	0.15826702
A_19_P00324885	0.6461277
A_23_P154306	-0.38379002
A_23_P52738	0.3968706
A_23_P71855	0.21916103
A_23_P303810	-1.5801206
A_23_P167349	-0.30104685
A_23_P203173	-0.5337701
A_23_P211522	0.19966507
A_23_P303260	0.4367504
A_23_P129246	0.24829674
A_23_P29555	-0.16283512
A_23_P10743	-0.47755146
A_23_P159907	-0.3030014
A_32_P96692	-0.6755543
A_33_P3353372	-0.3546629
A_23_P208493	-0.30242443
A_19_P00329958	0.74988365
A_33_P3286499	-0.36611652
A_33_P3224858	-1.3322711
A_33_P3308223	0.17258453
A_19_P00805942	-0.6277971
A_24_P227069	0.34480095
A_33_P3303617	-0.3421831
A_33_P3393350	0.111495495
A_23_P30363	0
A_19_P00804922	0.25931883
A_33_P3342752	-0.33366728
A_24_P636882	-0.24464512
A_19_P00802849	1.0991807
A_24_P161293	-0.30880737
A_23_P113462	-0.9782052
A_33_P3397658	-1.0241089
A_33_P3238895	-0.22495651
A_33_P3412143	-0.4464965
A_23_P69497	-0.78980446
A_23_P81248	0.26264763
A_23_P87007	-0.26760197
A_32_P184464	-0.4010849
A_24_P128308	-1.1574354
A_33_P3383912	0.6291027
A_23_P208523	0.255023
A_32_P14850	0.38224745
A_33_P3289246	-0.3013134
A_23_P368126	0.18549061
A_19_P00327532	-0.43629932
A_19_P00321871	-0.18116236
A_23_P390734	0
A_33_P3342653	0.13758469
A_33_P3224505	-0.45685482
A_24_P245298	0.32289982
A_33_P3229042	-0.22000933
A_23_P55586	-0.22517395
A_23_P73632	-0.2625203
A_19_P00317184	-0.2974105
A_33_P3264910	2.2326741
A_24_P313262	-0.54214287
A_23_P77430	0.77033997
A_23_P79518	-0.26662302
A_33_P3238310	0.37623692
A_23_P137016	0.087161064
A_24_P3804	-0.007446766
A_23_P210643	0.15127659
A_23_P476	-0.25528908
A_33_P3253975	0.27173567
A_33_P3266958	-1.3793483
A_23_P169017	-1.0038867
A_33_P3353242	0.09550476
A_33_P3299761	0.14471197
A_24_P261734	0.6291876
A_23_P5968	-0.28990746
A_24_P752208	0.17238426
A_23_P83923	-0.45611572
A_33_P3350074	0.49024582
A_23_P75663	-0.32824898
A_23_P86599	-0.21464443
A_33_P3364473	-0.33335924
A_23_P99653	-0.4965973
A_23_P385263	-0.28777742
A_32_P227845	-0.5768032
A_23_P136909	-0.1312232
A_33_P3320994	-0.68259716
A_23_P16006	-1.1973205
A_33_P3414228	0.20490885
A_33_P3249224	-0.30078506
A_33_P3420992	-0.29779005
A_33_P3390924	-0.5739269
A_32_P206949	0.29233742
A_23_P350396	-0.6411996
A_23_P41713	-0.34872913
A_19_P00803988	0.044702053
A_24_P405298	-0.08469868
A_23_P210131	-0.12668085
A_32_P70927	-0.6362729
A_33_P3380071	0.08566809
A_24_P255233	-0.35314226
A_24_P318939	-0.3704672
A_23_P84836	0.119306564
A_19_P00331615	-0.38435078
A_33_P3390057	-1.0130377
A_33_P3221009	-0.8546386
A_33_P3423420	0.64045906
A_23_P399116	1.0018024
A_19_P00806292	0.039172173
A_19_P00331553	-0.3748703
A_19_P00812013	0.35625887
A_23_P383590	-0.4405527
A_23_P116614	0.008935928
A_23_P212447	0.23885632
A_23_P30603	0.23678637
A_33_P3268974	0.14257526
A_33_P3230399	0.36465645
A_32_P108474	0.011281014
A_24_P238131	-0.52769184
A_23_P148807	-0.1630907
A_23_P103310	0.91902065
A_33_P3366575	-0.021036625
A_23_P125082	-0.24830484
A_24_P106112	0.086343765
A_24_P101391	0.4803629
A_23_P252145	-0.19670153
A_19_P00801075	-0.36572504
A_23_P4628	-0.49057102
A_23_P121614	-0.0708518
A_23_P77779	0.108457565
A_33_P3308468	-0.24927568
A_23_P54179	0.4820032
A_23_P404481	0.12504196
A_23_P163711	0.8811321
A_23_P329924	1.1235256
A_19_P00325453	0.941813
A_19_P00324371	-0.37009382
A_33_P3287502	-0.090569496
A_33_P3221859	0
A_33_P3325355	0.33735847
A_23_P419696	-0.36665726
A_24_P119545	-0.7414427
A_19_P00316063	0.33347607
A_33_P3250845	0.2266798
A_33_P3340385	-0.36571646
A_23_P413193	0.16867828
A_24_P284584	-0.2940812
A_33_P3261468	-0.36425066
A_24_P920646	-0.021451473
A_23_P501985	-0.3268714
A_33_P3238177	-0.6244793
A_19_P00804344	-0.5432663
A_23_P165707	0.27814722
A_33_P3677050	-0.36062765
A_23_P251945	0.16237926
A_33_P3229452	0.45885754
A_23_P144123	0.5334511
A_23_P53152	0.23182964
A_24_P81298	-0.112585545
A_23_P148990	-0.67391396
A_23_P129058	-0.3871765
A_19_P00322983	-0.35241413
A_33_P3409294	-0.2750821
A_33_P3254844	-0.32059097
A_19_P00319930	-0.53880787
A_33_P3858476	0.052467346
A_19_P00800200	0.86201763
A_33_P3352767	-0.6583748
A_19_P00327304	0.66277695
A_23_P78980	-0.40259743
A_23_P111228	0.32471704
A_23_P213908	0
A_33_P3242136	0.26079178
A_23_P134542	0.37928486
A_24_P942017	-0.4073305
A_33_P3329128	-0.4504366
A_23_P12357	-0.2440157
A_32_P206104	-0.30585766
A_33_P3264955	-0.6924982
A_33_P3235147	-0.36280727
A_32_P177024	0.6111479
A_23_P207154	0.8322134
A_33_P3379141	1.0963612
A_33_P3317198	0.43061066
A_24_P222911	0.41262913
A_32_P74712	-0.3099594
A_23_P157022	0.06092739
A_33_P3388067	-0.8125653
A_23_P93727	-0.20738602
A_23_P104188	1.6486578
A_24_P374445	-0.19672489
A_23_P133386	-0.20226002
A_33_P3382111	0.09677458
A_23_P351667	0
A_23_P74653	0.4329958
A_33_P3333527	0.11395264
A_19_P00316512	0.47692394
A_19_P00808174	0.8940525
A_24_P209455	-0.24766302
A_32_P226186	-0.06464672
A_33_P3257479	0.6865258
A_23_P342934	-0.7825575
A_19_P00808058	1.4172168
A_23_P107612	-0.51513624
A_23_P94128	0.11185312
A_23_P58328	-0.29269075
A_33_P3240144	-0.6969061
A_23_P166716	-0.04054928
A_23_P216693	0
A_23_P210330	0.02498436
A_33_P3283974	-0.3213563
A_23_P134484	-0.4087224
A_33_P3354796	-0.1765256
A_33_P3377380	0.7853422
A_33_P3246997	-3.1036968
A_23_P366035	-0.332695
A_19_P00321890	0.47763062
A_33_P3228617	-0.32358932
A_33_P3356361	0.18683863
A_23_P97736	0.2060051
A_23_P35309	0.906888
A_33_P3337627	-0.276968
A_19_P00805086	-0.3542905
A_23_P104651	-0.083706856
A_23_P313652	-0.346498
A_23_P10374	-0.41517353
A_23_P206454	0.4534607
A_23_P138725	-0.15343857
A_23_P45488	0.13509369
A_19_P00316183	-0.36398077
A_33_P3256760	-0.3510666
A_19_P00320823	-0.58423376
A_33_P3412563	-0.35239124
A_19_P00810676	-0.005232811
A_19_P00329812	-0.3147087
A_23_P434919	-0.07884359
A_23_P159741	-0.4341693
A_23_P144816	0.12803173
A_19_P00329731	1.1438427
A_23_P148600	0.40964127
A_24_P287473	-0.004346848
A_24_P357037	0.2394886
A_33_P3313221	-0.13906813
A_23_P42096	-0.20175743
A_23_P107454	0.08759546
A_19_P00801960	0.33121014
A_19_P00806059	1.3495135
A_24_P498652	0.48323488
A_23_P1292	-0.43679333
A_23_P110712	0.35798836
A_23_P350001	0.66411495
A_24_P246518	0
A_33_P3271325	1.0195723
A_33_P3277373	0
A_23_P29985	0.44914532
A_33_P3356696	0.92923164
A_24_P226755	-0.6457672
A_33_P3415430	-0.07906532
A_23_P405216	0.34721136
A_33_P3333810	-0.08992767
A_23_P54144	0.15877533
A_23_P119943	-0.99862385
A_19_P00325502	0.4546442
A_23_P410600	-0.365798
A_24_P253827	0.09353256
A_19_P00807552	0.47000122
A_33_P3217278	-0.36605787
A_24_P469641	-0.4725685
A_19_P00802271	-0.13208294
A_33_P3685297	-0.36602497
A_23_P67992	0.7225356
A_19_P00316734	0.34027624
A_33_P3268294	0.71193457
A_33_P3274701	-0.53894615
A_33_P3843415	-0.36506557
A_19_P00318932	0.5238333
A_32_P84728	-0.14102316
A_23_P170608	-0.8858118
A_33_P3291594	-0.3024974
A_23_P105592	-0.21467209
A_33_P3366102	-0.05226326
A_33_P3355508	0
A_24_P370096	-0.33404064
A_33_P3593546	-0.005031586
A_33_P3317543	0.19253731
A_19_P00809528	-0.3588133
A_19_P00810472	-0.35797644
A_33_P3417215	-0.35717487
A_23_P117683	0.21701717
A_33_P3241753	0.17714691
A_23_P156156	0.34264565
A_19_P00315999	-0.34996128
A_24_P290751	-0.35940647
A_32_P182812	-0.31124973
A_33_P3376419	-0.3453989
A_23_P204324	0.106626034
A_32_P145051	-0.3418026
A_23_P156531	0.44246292
A_33_P3315856	0.075037956
A_33_P3375785	-0.3358078
A_23_P102262	0.09569645
A_19_P00315959	-0.32611942
A_19_P00807458	0.40457392
A_33_P3362068	0.32658195
A_24_P148796	0.24197388
A_33_P3259253	0.7316518
A_23_P92499	-0.35012865
A_19_P00322533	0.5218444
A_24_P876522	-0.20998669
A_23_P134477	0.7818308
A_23_P76015	-0.33957338
A_24_P366082	-0.49560308
A_19_P00321546	0.61372566
A_24_P153576	-0.59160185
A_24_P252794	-0.12119627
A_33_P3423570	0.4015112
A_23_P31414	0.86543846
A_33_P3404470	0.263381
A_23_P66635	-0.47627497
A_23_P123622	-0.31103516
A_33_P3343545	0.4503584
A_23_P401084	0.36684704
A_23_P132793	-0.3956499
A_19_P00317112	0.49198437
A_23_P166491	0
A_19_P00810759	0.19085312
A_33_P3238201	-0.6356349
A_19_P00807187	0.5511365
A_23_P130753	0.31090832
A_23_P200126	0.25676727
A_33_P3289446	0.001307488
A_33_P3348220	-1.1867476
A_23_P30358	-0.28783894
A_19_P00803678	-0.27598095
A_19_P00803393	-0.59830856
A_19_P00327255	0.5634184
A_23_P88767	-0.25715446
A_19_P00806891	0.17192364
A_23_P92786	-0.5877733
A_19_P00802885	-0.003633022
A_24_P291231	0.055009842
A_33_P3226465	-0.10316801
A_24_P769672	0.17336845
A_23_P128993	0
A_23_P266	0.4135208
A_33_P3364651	-0.12222195
A_19_P00317643	1.1798887
A_33_P3305173	0
A_19_P00318152	0.44695187
A_23_P326020	-0.33403015
A_19_P00322734	2.338408
A_23_P11295	0
A_23_P158997	-0.82221127
A_23_P121702	-0.061305046
A_23_P351757	-0.2863803
A_33_P3424347	-0.28149462
A_23_P120335	0.42406368
A_33_P3412863	0.77691364
A_24_P202567	0.22462845
A_33_P3413910	0.34437656
A_33_P3290914	0.38057375
A_24_P57898	0.20790577
A_24_P215240	-0.3503523
A_24_P225679	0.002668381
A_33_P3351440	-0.3515234
A_24_P148717	-0.562428
A_19_P00812431	-0.58716774
A_33_P3365352	0.09939051
A_33_P3374180	0.97368956
A_33_P3265194	0.35078192
A_23_P120973	0.058436394
A_24_P304423	-0.8654685
A_33_P3212665	-0.004605293
A_24_P194661	-0.35781336
A_23_P10815	-0.029314995
A_19_P00331688	0.62666035
A_23_P18123	-0.62003946
A_33_P3343260	0.15268326
A_33_P3242909	0.23899794
A_24_P417596	0.15659285
A_33_P3420633	-0.36056662
A_23_P51565	0.59026384
A_19_P00805108	-0.36119032
A_23_P69468	0.13568401
A_33_P3386181	0.0715847
A_33_P3326777	0.30397367
A_23_P35349	-0.42284012
A_33_P3412588	-0.362535
A_19_P00331099	0.28204155
A_23_P40527	-0.24899721
A_33_P3250018	-0.8722892
A_19_P00800148	0.31251526
A_33_P3269650	0
A_23_P103149	0.33643627
A_23_P161324	0
A_24_P246351	0.07500458
A_23_P51317	0.3506236
A_23_P40821	-0.16339016
A_33_P3418631	-0.36510992
A_23_P130418	0.48520756
A_23_P431430	-0.36503792
A_33_P3374398	0.014013767
A_23_P162766	-0.4049325
A_33_P3421318	0.4930067
A_33_P3232290	-0.30107307
A_23_P211748	0.3420782
A_33_P3230369	-0.3634429
A_19_P00802351	1.4621763
A_23_P77545	0.7667589
A_33_P3322909	-0.115600586
A_23_P6293	-0.2890339
A_33_P3305770	-0.03710842
A_19_P00800397	-0.3600402
A_23_P324304	-0.3951378
A_33_P3416347	-0.3586645
A_23_P68910	0.6070614
A_33_P3361287	-0.3569851
A_23_P388168	0.2964983
A_33_P3295623	-0.367321
A_24_P252945	-0.58132887
A_23_P131215	1.1866436
A_23_P211878	-0.14801884
A_24_P204244	-0.06951141
A_23_P25835	0.6575079
A_33_P3356995	-0.3718214
A_23_P132121	0.3015585
A_24_P143574	0.040509224
A_33_P3384502	0.62997437
A_33_P3212700	0.99752283
A_33_P3248602	0.7343178
A_19_P00319066	0.6333914
A_32_P172141	-2.5357018
A_19_P00322413	0.62636995
A_19_P00316276	0.3659258
A_24_P9285	0
A_19_P00321134	-0.14647055
A_24_P643587	0
A_23_P119478	0.052433968
A_33_P3259428	0
A_23_P408913	0.24827147
A_33_P3376131	-0.41881037
A_33_P3611762	0.5799446
A_33_P3416644	-0.2869768
A_23_P203658	-0.42487
A_24_P79617	1.0766535
A_33_P3272479	0.5762186
A_19_P00327927	0.37365913
A_24_P288448	0.7024255
A_24_P307974	-0.28680897
A_33_P3525067	-0.18192959
A_32_P152204	-0.18768024
A_33_P3415633	0.60155535
A_19_P00807565	-0.19886541
A_19_P00325576	0.1983614
A_23_P106481	0.25045395
A_33_P3342370	-0.23623276
A_23_P417921	0.27771664
A_33_P3241299	0.4359293
A_23_P204364	0.12479496
A_24_P940086	0.2627535
A_19_P00802837	0.072396755
A_33_P3805090	-0.43390036
A_19_P00322972	-0.5064235
A_23_P310410	-0.26501465
A_19_P00813553	0.74773884
A_33_P3317880	0.3866186
A_23_P418373	-0.26106167
A_23_P217737	-0.5540066
A_23_P110430	0.3531289
A_33_P3237704	0.79347706
A_23_P104865	-0.07880163
A_23_P81760	-0.15781832
A_19_P00803049	-0.47490644
A_33_P3218301	0.63833857
A_33_P3270172	-0.31302118
A_23_P2066	-0.01176548
A_33_P3305820	-0.32374954
A_33_P3356985	0.2784958
A_33_P3286804	-0.32817602
A_33_P3327462	1.2000432
A_33_P3222689	0.16714287
A_23_P134614	0.17766857
A_19_P00327652	0
A_33_P3298024	-0.13904572
A_33_P3322211	-0.34443665
A_32_P22401	0.40470886
A_33_P3320022	1.3720813
A_33_P3376031	-0.34082556
A_33_P3293645	1.0168891
A_33_P3245133	0.1989212
A_33_P3342375	-0.34493923
A_33_P3227904	0.25562716
A_33_P3313929	0.05084324
A_24_P302695	0.53828526
A_33_P3360097	0.41488457
A_23_P39088	0.3578062
A_23_P216845	0.35791636
A_19_P00802757	-0.36766958
A_23_P32029	0.68274164
A_33_P3389728	-0.42992592
A_19_P00807559	-0.35345268
A_23_P121106	0.0022192
A_23_P393015	0.40570068
A_32_P86905	0.29605865
A_33_P3620087	0.51028204
A_33_P3595369	-0.2934084
A_33_P3320538	-0.80948067
A_23_P81717	0.34458685
A_19_P00327045	0.3979125
A_33_P3295749	-0.07000446
A_24_P53778	0.29213142
A_23_P137705	0.09371567
A_19_P00323454	0.44466305
A_23_P212383	-0.365942
A_24_P7467	-0.35890388
A_24_P217234	-0.22053432
A_33_P3392213	0
A_24_P205130	0.01783657
A_24_P214552	-0.37438107
A_24_P53976	0
A_23_P217269	0.3910823
A_33_P3217238	-0.51039124
A_23_P13753	-0.2524619
A_23_P99186	-0.12479544
A_23_P77833	-0.21932983
A_23_P38649	0.7836628
A_23_P319719	0.19145632
A_24_P82880	0.66233015
A_19_P00812159	1.0300131
A_33_P3367860	0
A_33_P3292531	-0.1393776
A_33_P3417532	0.4381256
A_23_P378450	-0.3638482
A_19_P00320740	0.33457804
A_32_P3556	0.42565155
A_33_P3295009	0.09024525
A_33_P3311979	0.7988453
A_23_P303891	0.27737904
A_33_P3378659	0.34650803
A_33_P3339715	-0.36329365
A_33_P3384885	0.07724476
A_23_P500464	-0.27818298
A_23_P110167	0.2967329
A_33_P3365368	0.9387846
A_33_P3212954	-0.3607936
A_33_P3269109	-0.23034859
A_19_P00808143	0.029776096
A_23_P153480	0.58265877
A_23_P84922	-0.020786762
A_19_P00807578	-0.013832092
A_24_P251534	0
A_23_P138680	0.1276846
A_23_P257365	-0.29257822
A_23_P250694	-0.35386562
A_33_P3348046	-0.6421566
A_23_P215227	0.25997543
A_23_P106002	-0.16272831
A_24_P358591	1.1071734
A_33_P3399534	-0.41258812
A_32_P192692	0.107014656
A_19_P00800519	0.7460375
A_19_P00805888	-0.33570576
A_23_P31798	0
A_19_P00329766	0.42478323
A_32_P191004	-0.27988672
A_23_P303072	0.05233574
A_23_P119789	0.028330326
A_19_P00808126	0.21895456
A_19_P00324625	-0.31781244
A_23_P127385	0.2304945
A_33_P3300867	0
A_24_P288298	0.16136217
A_23_P93383	0
A_24_P305960	0.47611618
A_33_P3334575	0
A_23_P106117	-0.05955553
A_23_P313828	0.38914633
A_33_P3325704	0.20623016
A_23_P41599	0.21644878
A_33_P3389336	1.013876
A_23_P252388	0
A_33_P3233560	-0.41485357
A_23_P31399	-0.058629036
A_19_P00326973	-0.20255804
A_33_P3328637	-0.112353325
A_23_P2873	0.22966385
A_33_P3304948	-0.21822214
A_33_P3685216	-0.2682314
A_33_P3421703	-0.23309803
A_23_P424269	-0.5171461
A_23_P409951	0.028533936
A_33_P3292028	0.19268322
A_23_P12062	0.5315361
A_23_P46182	-0.28616238
A_33_P3335915	-0.64409876
A_24_P254278	0.08788538
A_23_P432506	0.5761876
A_23_P205867	0.37856483
A_23_P29036	-0.043204308
A_23_P10647	-0.31132174
A_24_P255874	0.20512056
A_24_P12065	-0.54503393
A_24_P940006	0.28383255
A_24_P350759	-0.2968769
A_33_P3284873	-0.30148172
A_33_P3325165	-0.30481625
A_33_P3279820	0.47970438
A_33_P3304759	-0.31950474
A_23_P6914	0.31285286
A_33_P3391005	-0.25368118
A_33_P3305731	0
A_23_P7144	1.2997637
A_23_P116387	0.21228838
A_19_P00321829	-0.3312626
A_33_P3218741	0.29600525
A_23_P433676	0
A_33_P3365441	0.13601542
A_33_P3237542	0.46616268
A_33_P3322328	-0.22595978
A_24_P314477	0.32158613
A_19_P00316964	-0.55977774
A_24_P157424	0.18917751
A_33_P3293254	-0.11934948
A_23_P164284	0.4095807
A_33_P3271261	1.4203038
A_19_P00811540	0.47670937
A_24_P101704	0
A_33_P3389917	-0.564291
A_33_P3690239	-0.36570215
A_24_P322847	0
A_19_P00803024	-0.3510008
A_33_P3409765	-0.34618616
A_23_P385105	-0.25091648
A_19_P00328070	-0.5893049
A_19_P00322330	0.09276724
A_19_P00318791	0.19442034
A_33_P3326349	-1.2531409
A_23_P82351	-0.04940319
A_33_P3708658	-0.37323523
A_33_P3758973	0.12194586
A_19_P00322757	0.37880898
A_23_P85015	-0.47149658
A_23_P81880	-0.2220211
A_23_P32021	0.09582043
A_23_P64243	-0.052932262
A_33_P3299865	1.312006
A_23_P157758	-0.38601255
A_23_P14543	0.133636
A_23_P159676	-0.31716776
A_23_P77653	0.06659365
A_19_P00317337	0.6388116
A_23_P28598	-0.12426567
A_23_P150238	0.32086277
A_33_P3293598	1.2786875
A_19_P00810011	0.10600567
A_23_P90233	0.2781701
A_33_P3244834	-0.21058083
A_33_P3223898	0.15358734
A_19_P00804138	-0.36269093
A_19_P00319282	-0.36278725
A_19_P00801867	0.19860554
A_33_P3351851	0
A_23_P147025	0.8861456
A_33_P3216448	0.5690031
A_33_P3363799	-0.30799294
A_33_P3806558	-0.36294746
A_24_P98006	-0.28576565
A_33_P3363859	-0.3627653
A_33_P3305526	0.43946266
A_33_P3398840	0.044913292
A_33_P3533001	0.5880556
A_33_P3242623	0.16490746
A_23_P150286	0.20698738
A_23_P110345	0.9751482
A_33_P3340828	0.012027264
A_23_P116741	-0.2709179
A_33_P3347937	-0.68498087
A_23_P431981	-0.5783119
A_33_P3400918	0.093830585
A_33_P3228718	-0.36574554
A_23_P128759	-0.51614857
A_23_P120125	-0.0638423
A_24_P414658	0.18506145
A_24_P375322	0.6293683
A_19_P00805879	-0.30901098
A_24_P418637	-1.3974624
A_23_P112512	0.25809956
A_23_P28886	0.13707924
A_33_P3258875	1.1288447
A_23_P37415	-0.29532337
A_23_P133956	0.31576252
A_19_P00806072	1.41183
A_23_P8558	0.2864728
A_32_P206497	-0.23137331
A_33_P3875570	-0.33446217
A_23_P117971	-0.27030945
A_33_P3302115	0
A_23_P77401	0.25436783
A_33_P3608172	0.7466192
A_23_P37127	-0.28649902
A_33_P3409225	-0.31931782
A_23_P381577	-0.54946995
A_24_P14731	0.83495045
A_33_P3343155	-0.39593935
A_33_P3257130	-0.29957294
A_23_P34835	0.052257538
A_23_P90273	0.4424982
A_23_P23502	0
A_32_P181103	-0.5698967
A_23_P114883	0.07712078
A_23_P83917	-1.0004764
A_23_P395954	-1.4060445
A_23_P26522	0.49620247
A_23_P309720	0.7748213
A_23_P46149	0
A_19_P00803258	-0.60745955
A_19_P00326795	0.39008522
A_33_P3314407	-0.2008748
A_23_P110957	0.057872772
A_23_P142289	0
A_23_P117580	-0.31686258
A_24_P139208	0.027629375
A_33_P3283828	-0.10545015
A_33_P3268686	0.58384275
A_23_P50535	-0.08656788
A_23_P76882	1.05058
A_33_P3277952	0.9748535
A_23_P107173	-0.05420637
A_33_P3421664	-1.0235448
A_19_P00803578	0.8869839
A_23_P215956	0.21946716
A_19_P00331325	1.3472047
A_33_P3499102	0.17602873
A_23_P148919	0.5159893
A_23_P15542	0.049743652
A_23_P152305	-0.36484718
A_19_P00323041	0.104162216
A_19_P00332380	0.6476574
A_19_P00800539	0.41528463
A_24_P286569	-0.67538595
A_23_P116173	-0.08512926
A_33_P3276604	-0.31791306
A_33_P3235454	0.8017731
A_23_P41629	-0.3233199
A_33_P3508541	-0.32586336
A_24_P354724	-0.32664013
A_33_P3223056	0.25312328
A_23_P73837	-0.31822395
A_23_P305092	-0.3309579
A_24_P375599	0.29766464
A_19_P00803288	0.833622
A_33_P3336617	0.30324316
A_24_P245358	0.3298769
A_33_P3266780	-0.33876753
A_23_P59787	-0.33837986
A_23_P105571	0.46176243
A_33_P3406904	1.3588004
A_32_P168464	-0.35634708
A_33_P3451458	-0.34472513
A_23_P24294	-0.17302418
A_33_P3217584	0.10225868
A_23_P50942	0.09640026
A_19_P00812111	0
A_24_P14367	-0.002095223
A_23_P102925	0.15130615
A_19_P00318556	-0.54896545
A_33_P3374907	-0.4406433
A_23_P383977	0.50675964
A_23_P160631	0.60423946
A_33_P3307495	0.010184288
A_24_P242036	0.28241444
A_32_P169179	-0.49722052
A_23_P425880	-0.38680077
A_19_P00329972	1.2559619
A_23_P377411	-0.53047466
A_19_P00317149	0.8388562
A_24_P14531	-0.42127132
A_23_P164179	-0.5555248
A_33_P3374758	-0.1525321
A_33_P3363465	-0.35707045
A_23_P416142	-0.8858671
A_19_P00805514	3.13E-04
A_33_P3224055	0.5141425
A_33_P3302652	-0.04655981
A_23_P98900	0.10644722
A_24_P935682	-0.3307371
A_33_P3302453	-0.36569738
A_24_P258846	0.33326054
A_33_P3363012	0.33227348
A_23_P354151	-0.29906702
A_33_P3417502	0.53410006
A_33_P3278200	0.097249985
A_19_P00328328	1.1393895
A_23_P1615	0.7058325
A_33_P3325851	-0.63046455
A_23_P159255	-0.047718048
A_19_P00324069	0.46836376
A_24_P92183	-0.37489605
A_19_P00809055	0.6235037
A_19_P00321658	0.1476984
A_23_P365189	0.03139448
A_33_P3311403	-0.690382
A_23_P76322	-0.2761898
A_32_P47988	-0.6353421
A_23_P217507	0.003835678
A_19_P00323437	-0.043185234
A_33_P3390441	0.07941246
A_24_P319354	-0.26977396
A_23_P218858	-0.518301
A_24_P11436	0.5156555
A_23_P332374	-0.09834862
A_33_P3291524	-0.3588524
A_33_P3234118	-0.51400757
A_23_P143365	-0.24404907
A_33_P3364761	-0.35707426
A_23_P151851	-0.13068199
A_33_P3224157	-0.787518
A_19_P00811218	-2.069026
A_23_P121082	0.1025877
A_33_P3423435	-0.152246
A_33_P3417589	0
A_24_P941912	-0.007441044
